"dive number","date","time","sample time (min)","sample depth (m)","sample temperature (C)","sample pressure (bar)","sample heartrate"
"13","2025-12-23","10:38:00","45:15","5.8",,,
"13","2025-12-23","10:38:00","45:20","5.6",,,
"13","2025-12-23","10:38:00","45:25","5",,,
"13","2025-12-23","10:38:00","45:30","5",,,
"13","2025-12-23","10:38:00","45:35","5.1",,,
"13","2025-12-23","10:38:00","45:40","5.2",,,
"13","2025-12-23","10:38:00","45:45","5.4",,,
"13","2025-12-23","10:38:00","45:50","5.5",,,
"13","2025-12-23","10:38:00","45:55","5.6",,,
"13","2025-12-23","10:38:00","46:00","5.8",,,
"13","2025-12-23","10:38:00","46:05","5.7",,,
"13","2025-12-23","10:38:00","46:10","5.6",,,
"13","2025-12-23","10:38:00","46:15","5.8",,,
"13","2025-12-23","10:38:00","46:20","5.9",,,
"13","2025-12-23","10:38:00","46:25","6.2",,,
"13","2025-12-23","10:38:00","46:30","6.4",,,
"13","2025-12-23","10:38:00","46:35","6.7",,,
"13","2025-12-23","10:38:00","46:40","6.1",,,
"13","2025-12-23","10:38:00","46:45","5.8",,,
"13","2025-12-23","10:38:00","46:50","5.7",,,
"13","2025-12-23","10:38:00","46:55","6",,,
"13","2025-12-23","10:38:00","47:00","5.9",,,
"13","2025-12-23","10:38:00","47:05","6",,,
"13","2025-12-23","10:38:00","47:10","6.1",,,
"13","2025-12-23","10:38:00","47:15","6.1",,,
"13","2025-12-23","10:38:00","47:20","6","29.0",,
"13","2025-12-23","10:38:00","47:25","5.8",,,
"13","2025-12-23","10:38:00","47:30","5.6",,,
"13","2025-12-23","10:38:00","47:35","5.6",,,
"13","2025-12-23","10:38:00","47:40","5.8","28.9",,
"13","2025-12-23","10:38:00","47:45","5.6","29.0",,
"13","2025-12-23","10:38:00","47:50","5.6","28.9",,
"13","2025-12-23","10:38:00","47:55","5.2",,,
"13","2025-12-23","10:38:00","48:00","5.1","29.0",,
"13","2025-12-23","10:38:00","48:05","4.8","28.9",,
"13","2025-12-23","10:38:00","48:10","4","29.0",,
"13","2025-12-23","10:38:00","48:15","3.6",,,
"13","2025-12-23","10:38:00","48:20","3.1",,,
"13","2025-12-23","10:38:00","48:25","2.6",,,
"13","2025-12-23","10:38:00","48:30","2.4",,,
"13","2025-12-23","10:38:00","48:35","1.9",,,
"13","2025-12-23","10:38:00","48:40","1.4",,,
"13","2025-12-23","10:38:00","48:45","1.2",,,
"13","2025-12-23","10:38:00","48:50","0.8",,,
"13","2025-12-23","10:38:00","48:55","0.6",,,
"13","2025-12-23","10:38:00","49:00","0",,,
"13","2025-12-23","10:38:00","49:05","0",,,
"13","2025-12-23","10:38:00","49:10","0",,,
"13","2025-12-23","10:38:00","49:15","0",,,
"13","2025-12-23","10:38:00","49:20","0",,,
"13","2025-12-23","10:38:00","49:25","0","29.1",,
"13","2025-12-23","10:38:00","49:30","0",,,
"13","2025-12-23","10:38:00","49:35","0",,,
"13","2025-12-23","10:38:00","49:40","0.1",,,
"13","2025-12-23","10:38:00","49:45","0",,,
"13","2025-12-23","10:38:00","49:50","0.1",,,
"13","2025-12-23","10:38:00","49:55","0.4",,,
"13","2025-12-23","10:38:00","50:00","0.5",,,
"13","2025-12-23","10:38:00","50:05","0.2","29.2",,
"13","2025-12-23","10:38:00","50:10","0","29.1",,
"13","2025-12-23","10:38:00","50:15","0.1","29.2",,
"13","2025-12-23","10:38:00","50:20","0.1",,,
"13","2025-12-23","10:38:00","50:25","0.1",,,
"13","2025-12-23","10:38:00","50:30","0.1",,,
"13","2025-12-23","10:38:00","50:35","0.4",,,
"13","2025-12-23","10:38:00","50:40","0.4",,,
"13","2025-12-23","10:38:00","50:45","0.3",,,
"13","2025-12-23","10:38:00","50:50","0.1",,,
"13","2025-12-23","10:38:00","50:55","0.3",,,
"13","2025-12-23","10:38:00","51:00","0",,,
"13","2025-12-23","10:38:00","51:05","0",,,
"13","2025-12-23","10:38:00","51:10","0",,,
"13","2025-12-23","10:38:00","51:15","0.1",,,
"13","2025-12-23","10:38:00","51:20","0.2",,,
"13","2025-12-23","10:38:00","51:25","0",,,
"13","2025-12-23","10:38:00","51:30","0",,,
"13","2025-12-23","10:38:00","51:35","0","29.3",,
"13","2025-12-23","10:38:00","51:40","0.3",,,
"13","2025-12-23","10:38:00","51:45","0.5",,,
"14","2025-12-23","13:40:00","0:05","2.4","29.3",,
"14","2025-12-23","13:40:00","0:10","3.2",,,
"14","2025-12-23","13:40:00","0:15","4.2",,,
"14","2025-12-23","13:40:00","0:20","5.4",,,
"14","2025-12-23","13:40:00","0:25","6.3","29.4",,
"14","2025-12-23","13:40:00","0:30","7",,,
"14","2025-12-23","13:40:00","0:35","8.1",,,
"14","2025-12-23","13:40:00","0:40","9.2",,,
"14","2025-12-23","13:40:00","0:45","10",,,
"14","2025-12-23","13:40:00","0:50","10.3",,,
"14","2025-12-23","13:40:00","0:55","11.3",,,
"14","2025-12-23","13:40:00","1:00","12.5",,,
"14","2025-12-23","13:40:00","1:05","13.2",,,
"14","2025-12-23","13:40:00","1:10","13.6",,,
"14","2025-12-23","13:40:00","1:15","14.4",,,
"14","2025-12-23","13:40:00","1:20","15.4","29.3",,
"14","2025-12-23","13:40:00","1:25","15.8",,,
"14","2025-12-23","13:40:00","1:30","16.1",,,
"14","2025-12-23","13:40:00","1:35","16.3",,,
"14","2025-12-23","13:40:00","1:40","16.7","29.2",,
"14","2025-12-23","13:40:00","1:45","16.8",,,
"14","2025-12-23","13:40:00","1:50","16.8",,,
"14","2025-12-23","13:40:00","1:55","16.8",,,
"14","2025-12-23","13:40:00","2:00","16.7",,,
"14","2025-12-23","13:40:00","2:05","16.7",,,
"14","2025-12-23","13:40:00","2:10","16.7","29.1",,
"14","2025-12-23","13:40:00","2:15","16.7",,,
"14","2025-12-23","13:40:00","2:20","16.6",,,
"14","2025-12-23","13:40:00","2:25","16.6",,,
"14","2025-12-23","13:40:00","2:30","16.6","29.0",,
"14","2025-12-23","13:40:00","2:35","16.6",,,
"14","2025-12-23","13:40:00","2:40","17",,,
"14","2025-12-23","13:40:00","2:45","17.1",,,
"14","2025-12-23","13:40:00","2:50","17.2",,,
"14","2025-12-23","13:40:00","2:55","17.2","28.9",,
"14","2025-12-23","13:40:00","3:00","17.2",,,
"14","2025-12-23","13:40:00","3:05","17",,,
"14","2025-12-23","13:40:00","3:10","16.9",,,
"14","2025-12-23","13:40:00","3:15","17",,,
"14","2025-12-23","13:40:00","3:20","17.1",,,
"14","2025-12-23","13:40:00","3:25","17.2",,,
"14","2025-12-23","13:40:00","3:30","17.6",,,
"14","2025-12-23","13:40:00","3:35","17.7","28.8",,
"14","2025-12-23","13:40:00","3:40","17.9",,,
"14","2025-12-23","13:40:00","3:45","18.1",,,
"14","2025-12-23","13:40:00","3:50","18.3",,,
"14","2025-12-23","13:40:00","3:55","18.3",,,
"14","2025-12-23","13:40:00","4:00","18.2",,,
"14","2025-12-23","13:40:00","4:05","18.4",,,
"14","2025-12-23","13:40:00","4:10","18.4",,,
"14","2025-12-23","13:40:00","4:15","18.4",,,
"14","2025-12-23","13:40:00","4:20","18.6",,,
"14","2025-12-23","13:40:00","4:25","18.7","28.7",,
"14","2025-12-23","13:40:00","4:30","18.5",,,
"14","2025-12-23","13:40:00","4:35","18.4",,,
"14","2025-12-23","13:40:00","4:40","18.2",,,
"14","2025-12-23","13:40:00","4:45","18.5",,,
"14","2025-12-23","13:40:00","4:50","18.6",,,
"14","2025-12-23","13:40:00","4:55","18.7",,,
"14","2025-12-23","13:40:00","5:00","18.9",,,
"14","2025-12-23","13:40:00","5:05","19.1",,,
"14","2025-12-23","13:40:00","5:10","19.1",,,
"14","2025-12-23","13:40:00","5:15","19.3",,,
"14","2025-12-23","13:40:00","5:20","19.4",,,
"14","2025-12-23","13:40:00","5:25","19.8",,,
"14","2025-12-23","13:40:00","5:30","19.6",,,
"14","2025-12-23","13:40:00","5:35","19.6",,,
"14","2025-12-23","13:40:00","5:40","19.6","28.6",,
"14","2025-12-23","13:40:00","5:45","19.5",,,
"14","2025-12-23","13:40:00","5:50","19.5",,,
"14","2025-12-23","13:40:00","5:55","19.4",,,
"14","2025-12-23","13:40:00","6:00","19.5",,,
"14","2025-12-23","13:40:00","6:05","19.4",,,
"14","2025-12-23","13:40:00","6:10","19.7",,,
"14","2025-12-23","13:40:00","6:15","20.1",,,
"14","2025-12-23","13:40:00","6:20","20.1",,,
"14","2025-12-23","13:40:00","6:25","20.4",,,
"14","2025-12-23","13:40:00","6:30","20.5",,,
"14","2025-12-23","13:40:00","6:35","20.4",,,
"14","2025-12-23","13:40:00","6:40","20.2",,,
"14","2025-12-23","13:40:00","6:45","19.7",,,
"14","2025-12-23","13:40:00","6:50","19.4",,,
"14","2025-12-23","13:40:00","6:55","19.4",,,
"14","2025-12-23","13:40:00","7:00","19.2",,,
"14","2025-12-23","13:40:00","7:05","19",,,
"14","2025-12-23","13:40:00","7:10","19.4",,,
"14","2025-12-23","13:40:00","7:15","19.9",,,
"14","2025-12-23","13:40:00","7:20","20.3",,,
"14","2025-12-23","13:40:00","7:25","21.1","28.5",,
"14","2025-12-23","13:40:00","7:30","21.2",,,
"14","2025-12-23","13:40:00","7:35","21.2",,,
"14","2025-12-23","13:40:00","7:40","21.7",,,
"14","2025-12-23","13:40:00","7:45","21.9",,,
"14","2025-12-23","13:40:00","7:50","22.2",,,
"14","2025-12-23","13:40:00","7:55","22.3",,,
"14","2025-12-23","13:40:00","8:00","22.5",,,
"14","2025-12-23","13:40:00","8:05","22.6",,,
"14","2025-12-23","13:40:00","8:10","22.8",,,
"14","2025-12-23","13:40:00","8:15","22.9",,,
"14","2025-12-23","13:40:00","8:20","23.2",,,
"14","2025-12-23","13:40:00","8:25","22.9",,,
"14","2025-12-23","13:40:00","8:30","23.1",,,
"14","2025-12-23","13:40:00","8:35","23.2",,,
"14","2025-12-23","13:40:00","8:40","23.4",,,
"14","2025-12-23","13:40:00","8:45","23.6",,,
"14","2025-12-23","13:40:00","8:50","23.9",,,
"14","2025-12-23","13:40:00","8:55","24","28.4",,
"14","2025-12-23","13:40:00","9:00","24.1",,,
"14","2025-12-23","13:40:00","9:05","24.1",,,
"14","2025-12-23","13:40:00","9:10","23.7",,,
"14","2025-12-23","13:40:00","9:15","23.6","28.5",,
"14","2025-12-23","13:40:00","9:20","23.6","28.4",,
"14","2025-12-23","13:40:00","9:25","23.5",,,
"14","2025-12-23","13:40:00","9:30","23.6",,,
"14","2025-12-23","13:40:00","9:35","23.6",,,
"14","2025-12-23","13:40:00","9:40","23.8",,,
"14","2025-12-23","13:40:00","9:45","23.7",,,
"14","2025-12-23","13:40:00","9:50","23.6",,,
"14","2025-12-23","13:40:00","9:55","23.7",,,
"14","2025-12-23","13:40:00","10:00","23.8",,,
"14","2025-12-23","13:40:00","10:05","23.7",,,
"14","2025-12-23","13:40:00","10:10","23.6",,,
"14","2025-12-23","13:40:00","10:15","23.5",,,
"14","2025-12-23","13:40:00","10:20","23.1",,,
"14","2025-12-23","13:40:00","10:25","22.7",,,
"14","2025-12-23","13:40:00","10:30","22.5",,,
"14","2025-12-23","13:40:00","10:35","22.6",,,
"14","2025-12-23","13:40:00","10:40","22.5",,,
"14","2025-12-23","13:40:00","10:45","22.7","28.5",,
"14","2025-12-23","13:40:00","10:50","22.9",,,
"14","2025-12-23","13:40:00","10:55","23.1",,,
"14","2025-12-23","13:40:00","11:00","23.2","28.4",,
"14","2025-12-23","13:40:00","11:05","23.3",,,
"14","2025-12-23","13:40:00","11:10","23.2",,,
"14","2025-12-23","13:40:00","11:15","23.4",,,
"14","2025-12-23","13:40:00","11:20","23.6",,,
"14","2025-12-23","13:40:00","11:25","23.6",,,
"14","2025-12-23","13:40:00","11:30","23.6",,,
"14","2025-12-23","13:40:00","11:35","23.5",,,
"14","2025-12-23","13:40:00","11:40","23.6",,,
"14","2025-12-23","13:40:00","11:45","23.6","28.3",,
"14","2025-12-23","13:40:00","11:50","23.6",,,
"14","2025-12-23","13:40:00","11:55","23.6",,,
"14","2025-12-23","13:40:00","12:00","23.7",,,
"14","2025-12-23","13:40:00","12:05","23.5",,,
"14","2025-12-23","13:40:00","12:10","23.7",,,
"14","2025-12-23","13:40:00","12:15","24",,,
"14","2025-12-23","13:40:00","12:20","23.9",,,
"14","2025-12-23","13:40:00","12:25","23.5",,,
"14","2025-12-23","13:40:00","12:30","23.3",,,
"14","2025-12-23","13:40:00","12:35","23.1",,,
"14","2025-12-23","13:40:00","12:40","23.2",,,
"14","2025-12-23","13:40:00","12:45","23.3",,,
"14","2025-12-23","13:40:00","12:50","23.4",,,
"14","2025-12-23","13:40:00","12:55","23.4",,,
"14","2025-12-23","13:40:00","13:00","23.4","28.2",,
"14","2025-12-23","13:40:00","13:05","23.7","28.3",,
"14","2025-12-23","13:40:00","13:10","23.6","28.2",,
"14","2025-12-23","13:40:00","13:15","23.5",,,
"14","2025-12-23","13:40:00","13:20","23.4",,,
"14","2025-12-23","13:40:00","13:25","23.2",,,
"14","2025-12-23","13:40:00","13:30","23.5",,,
"14","2025-12-23","13:40:00","13:35","23.5","28.3",,
"14","2025-12-23","13:40:00","13:40","23.6",,,
"14","2025-12-23","13:40:00","13:45","23.7",,,
"14","2025-12-23","13:40:00","13:50","23.3",,,
"14","2025-12-23","13:40:00","13:55","23.2",,,
"14","2025-12-23","13:40:00","14:00","23.4",,,
"14","2025-12-23","13:40:00","14:05","23.6",,,
"14","2025-12-23","13:40:00","14:10","23.6",,,
"14","2025-12-23","13:40:00","14:15","24",,,
"14","2025-12-23","13:40:00","14:20","24.4",,,
"14","2025-12-23","13:40:00","14:25","24.4",,,
"14","2025-12-23","13:40:00","14:30","24.2",,,
"14","2025-12-23","13:40:00","14:35","24.4",,,
"14","2025-12-23","13:40:00","14:40","24.2",,,
"14","2025-12-23","13:40:00","14:45","24.3",,,
"14","2025-12-23","13:40:00","14:50","24.3",,,
"14","2025-12-23","13:40:00","14:55","24.5",,,
"14","2025-12-23","13:40:00","15:00","24.5",,,
"14","2025-12-23","13:40:00","15:05","24.8",,,
"14","2025-12-23","13:40:00","15:10","24.7","28.2",,
"14","2025-12-23","13:40:00","15:15","25",,,
"14","2025-12-23","13:40:00","15:20","24.9",,,
"14","2025-12-23","13:40:00","15:25","23.9","28.3",,
"14","2025-12-23","13:40:00","15:30","24.3",,,
"14","2025-12-23","13:40:00","15:35","24.5",,,
"14","2025-12-23","13:40:00","15:40","24.5",,,
"14","2025-12-23","13:40:00","15:45","24.8","28.2",,
"14","2025-12-23","13:40:00","15:50","25.3","28.3",,
"14","2025-12-23","13:40:00","15:55","25.8",,,
"14","2025-12-23","13:40:00","16:00","25.8","28.2",,
"14","2025-12-23","13:40:00","16:05","25.9","28.3",,
"14","2025-12-23","13:40:00","16:10","25.8","28.2",,
"14","2025-12-23","13:40:00","16:15","25.6","28.3",,
"14","2025-12-23","13:40:00","16:20","25.3",,,
"14","2025-12-23","13:40:00","16:25","25.1",,,
"14","2025-12-23","13:40:00","16:30","25","28.2",,
"14","2025-12-23","13:40:00","16:35","25",,,
"14","2025-12-23","13:40:00","16:40","25.3",,,
"14","2025-12-23","13:40:00","16:45","25.4",,,
"14","2025-12-23","13:40:00","16:50","25.3",,,
"14","2025-12-23","13:40:00","16:55","25.3",,,
"14","2025-12-23","13:40:00","17:00","25",,,
"14","2025-12-23","13:40:00","17:05","24.6",,,
"14","2025-12-23","13:40:00","17:10","24.4","28.3",,
"14","2025-12-23","13:40:00","17:15","24.1",,,
"14","2025-12-23","13:40:00","17:20","23.6",,,
"14","2025-12-23","13:40:00","17:25","22.7",,,
"14","2025-12-23","13:40:00","17:30","22.8",,,
"14","2025-12-23","13:40:00","17:35","22.8",,,
"14","2025-12-23","13:40:00","17:40","22.7",,,
"14","2025-12-23","13:40:00","17:45","22.7",,,
"14","2025-12-23","13:40:00","17:50","22.6",,,
"14","2025-12-23","13:40:00","17:55","22.3",,,
"14","2025-12-23","13:40:00","18:00","22.5",,,
"14","2025-12-23","13:40:00","18:05","22.3",,,
"14","2025-12-23","13:40:00","18:10","22.5",,,
"14","2025-12-23","13:40:00","18:15","22.3",,,
"14","2025-12-23","13:40:00","18:20","22.2",,,
"14","2025-12-23","13:40:00","18:25","22.5",,,
"14","2025-12-23","13:40:00","18:30","22.4",,,
"14","2025-12-23","13:40:00","18:35","22.2",,,
"14","2025-12-23","13:40:00","18:40","22.1",,,
"14","2025-12-23","13:40:00","18:45","22.1",,,
"14","2025-12-23","13:40:00","18:50","21.7",,,
"14","2025-12-23","13:40:00","18:55","21.2",,,
"14","2025-12-23","13:40:00","19:00","20.9",,,
"14","2025-12-23","13:40:00","19:05","20.9",,,
"14","2025-12-23","13:40:00","19:10","20.9",,,
"14","2025-12-23","13:40:00","19:15","21",,,
"14","2025-12-23","13:40:00","19:20","21.2",,,
"14","2025-12-23","13:40:00","19:25","21.8",,,
"14","2025-12-23","13:40:00","19:30","21.8",,,
"14","2025-12-23","13:40:00","19:35","21.8",,,
"14","2025-12-23","13:40:00","19:40","21.8",,,
"14","2025-12-23","13:40:00","19:45","21.9",,,
"14","2025-12-23","13:40:00","19:50","22",,,
"14","2025-12-23","13:40:00","19:55","22.1",,,
"14","2025-12-23","13:40:00","20:00","22.4",,,
"14","2025-12-23","13:40:00","20:05","22.3",,,
"14","2025-12-23","13:40:00","20:10","22.1",,,
"14","2025-12-23","13:40:00","20:15","21.8",,,
"14","2025-12-23","13:40:00","20:20","22.4",,,
"14","2025-12-23","13:40:00","20:25","22.4",,,
"14","2025-12-23","13:40:00","20:30","22.3",,,
"14","2025-12-23","13:40:00","20:35","22.5",,,
"14","2025-12-23","13:40:00","20:40","22.7",,,
"14","2025-12-23","13:40:00","20:45","22.6",,,
"14","2025-12-23","13:40:00","20:50","23",,,
"14","2025-12-23","13:40:00","20:55","23",,,
"14","2025-12-23","13:40:00","21:00","23",,,
"14","2025-12-23","13:40:00","21:05","22.8",,,
"14","2025-12-23","13:40:00","21:10","22.9",,,
"14","2025-12-23","13:40:00","21:15","22.8",,,
"14","2025-12-23","13:40:00","21:20","22.6",,,
"14","2025-12-23","13:40:00","21:25","22.3",,,
"14","2025-12-23","13:40:00","21:30","21.9",,,
"14","2025-12-23","13:40:00","21:35","22.2",,,
"14","2025-12-23","13:40:00","21:40","22.1",,,
"14","2025-12-23","13:40:00","21:45","21.6",,,
"14","2025-12-23","13:40:00","21:50","21.8",,,
"14","2025-12-23","13:40:00","21:55","21.9",,,
"14","2025-12-23","13:40:00","22:00","22",,,
"14","2025-12-23","13:40:00","22:05","21.9",,,
"14","2025-12-23","13:40:00","22:10","21.7",,,
"14","2025-12-23","13:40:00","22:15","21.7",,,
"14","2025-12-23","13:40:00","22:20","21.5",,,
"14","2025-12-23","13:40:00","22:25","21.7",,,
"14","2025-12-23","13:40:00","22:30","21.7",,,
"14","2025-12-23","13:40:00","22:35","21.7",,,
"14","2025-12-23","13:40:00","22:40","21.7",,,
"14","2025-12-23","13:40:00","22:45","21.7",,,
"14","2025-12-23","13:40:00","22:50","21.4",,,
"14","2025-12-23","13:40:00","22:55","21.4",,,
"14","2025-12-23","13:40:00","23:00","21.4",,,
"14","2025-12-23","13:40:00","23:05","21.1",,,
"14","2025-12-23","13:40:00","23:10","21.1",,,
"14","2025-12-23","13:40:00","23:15","20.9",,,
"14","2025-12-23","13:40:00","23:20","20.8","28.4",,
"14","2025-12-23","13:40:00","23:25","20.6",,,
"14","2025-12-23","13:40:00","23:30","20.3","28.3",,
"14","2025-12-23","13:40:00","23:35","20.1",,,
"14","2025-12-23","13:40:00","23:40","19.8","28.4",,
"14","2025-12-23","13:40:00","23:45","19.4","28.3",,
"14","2025-12-23","13:40:00","23:50","19.2","28.4",,
"14","2025-12-23","13:40:00","23:55","19",,,
"14","2025-12-23","13:40:00","24:00","18.8",,,
"14","2025-12-23","13:40:00","24:05","18.8",,,
"14","2025-12-23","13:40:00","24:10","18.8",,,
"14","2025-12-23","13:40:00","24:15","18.6",,,
"14","2025-12-23","13:40:00","24:20","18.7",,,
"14","2025-12-23","13:40:00","24:25","18.6",,,
"14","2025-12-23","13:40:00","24:30","18.4",,,
"14","2025-12-23","13:40:00","24:35","18.1",,,
"14","2025-12-23","13:40:00","24:40","18",,,
"14","2025-12-23","13:40:00","24:45","17.9",,,
"14","2025-12-23","13:40:00","24:50","18.1",,,
"14","2025-12-23","13:40:00","24:55","17.7",,,
"14","2025-12-23","13:40:00","25:00","18",,,
"14","2025-12-23","13:40:00","25:05","18.3",,,
"14","2025-12-23","13:40:00","25:10","18.9","28.5",,
"14","2025-12-23","13:40:00","25:15","19.3","28.4",,
"14","2025-12-23","13:40:00","25:20","19.2",,,
"14","2025-12-23","13:40:00","25:25","19.2",,,
"14","2025-12-23","13:40:00","25:30","19.4","28.5",,
"14","2025-12-23","13:40:00","25:35","19.5","28.4",,
"14","2025-12-23","13:40:00","25:40","19.5","28.5",,
"14","2025-12-23","13:40:00","25:45","19.5","28.4",,
"14","2025-12-23","13:40:00","25:50","19.5",,,
"14","2025-12-23","13:40:00","25:55","19.5","28.5",,
"14","2025-12-23","13:40:00","26:00","19.4","28.4",,
"14","2025-12-23","13:40:00","26:05","19.5",,,
"14","2025-12-23","13:40:00","26:10","19.8","28.5",,
"14","2025-12-23","13:40:00","26:15","20",,,
"14","2025-12-23","13:40:00","26:20","19.9","28.4",,
"14","2025-12-23","13:40:00","26:25","19.9","28.5",,
"14","2025-12-23","13:40:00","26:30","19.6",,,
"14","2025-12-23","13:40:00","26:35","19.4",,,
"14","2025-12-23","13:40:00","26:40","19.6","28.4",,
"14","2025-12-23","13:40:00","26:45","19.4",,,
"14","2025-12-23","13:40:00","26:50","19.6","28.5",,
"14","2025-12-23","13:40:00","26:55","19.7","28.4",,
"14","2025-12-23","13:40:00","27:00","19.8",,,
"14","2025-12-23","13:40:00","27:05","19.8",,,
"14","2025-12-23","13:40:00","27:10","19.4",,,
"14","2025-12-23","13:40:00","27:15","19.5",,,
"14","2025-12-23","13:40:00","27:20","19.6",,,
"14","2025-12-23","13:40:00","27:25","19.6",,,
"14","2025-12-23","13:40:00","27:30","19.6",,,
"14","2025-12-23","13:40:00","27:35","19.8",,,
"14","2025-12-23","13:40:00","27:40","19.6",,,
"14","2025-12-23","13:40:00","27:45","19.8",,,
"14","2025-12-23","13:40:00","27:50","19.6",,,
"14","2025-12-23","13:40:00","27:55","19.7",,,
"14","2025-12-23","13:40:00","28:00","19.6",,,
"14","2025-12-23","13:40:00","28:05","19.4",,,
"14","2025-12-23","13:40:00","28:10","19.3",,,
"14","2025-12-23","13:40:00","28:15","19",,,
"14","2025-12-23","13:40:00","28:20","18.7",,,
"14","2025-12-23","13:40:00","28:25","18.5",,,
"14","2025-12-23","13:40:00","28:30","18.4",,,
"14","2025-12-23","13:40:00","28:35","18.3",,,
"14","2025-12-23","13:40:00","28:40","18.1",,,
"14","2025-12-23","13:40:00","28:45","18",,,
"14","2025-12-23","13:40:00","28:50","17.8",,,
"14","2025-12-23","13:40:00","28:55","17.9",,,
"14","2025-12-23","13:40:00","29:00","17.9",,,
"14","2025-12-23","13:40:00","29:05","17.5",,,
"14","2025-12-23","13:40:00","29:10","16.7",,,
"14","2025-12-23","13:40:00","29:15","16.6",,,
"14","2025-12-23","13:40:00","29:20","16.4",,,
"14","2025-12-23","13:40:00","29:25","16.2",,,
"14","2025-12-23","13:40:00","29:30","16.1",,,
"14","2025-12-23","13:40:00","29:35","15.8",,,
"14","2025-12-23","13:40:00","29:40","15.8",,,
"14","2025-12-23","13:40:00","29:45","16.1","28.5",,
"14","2025-12-23","13:40:00","29:50","15.7","28.4",,
"14","2025-12-23","13:40:00","29:55","16.2",,,
"14","2025-12-23","13:40:00","30:00","16.2",,,
"14","2025-12-23","13:40:00","30:05","15.6","28.5",,
"14","2025-12-23","13:40:00","30:10","15.2","28.4",,
"14","2025-12-23","13:40:00","30:15","14.9","28.5",,
"14","2025-12-23","13:40:00","30:20","15.4",,,
"14","2025-12-23","13:40:00","30:25","15.4","28.4",,
"14","2025-12-23","13:40:00","30:30","15.6","28.5",,
"14","2025-12-23","13:40:00","30:35","15.7",,,
"14","2025-12-23","13:40:00","30:40","15.7",,,
"14","2025-12-23","13:40:00","30:45","15.7",,,
"14","2025-12-23","13:40:00","30:50","15.6","28.4",,
"14","2025-12-23","13:40:00","30:55","15.6","28.5",,
"14","2025-12-23","13:40:00","31:00","15.4",,,
"14","2025-12-23","13:40:00","31:05","15.2",,,
"14","2025-12-23","13:40:00","31:10","15.3",,,
"14","2025-12-23","13:40:00","31:15","14.9",,,
"14","2025-12-23","13:40:00","31:20","15.2",,,
"14","2025-12-23","13:40:00","31:25","15.3",,,
"14","2025-12-23","13:40:00","31:30","15.5",,,
"14","2025-12-23","13:40:00","31:35","15.5",,,
"14","2025-12-23","13:40:00","31:40","15.5",,,
"14","2025-12-23","13:40:00","31:45","15.2",,,
"14","2025-12-23","13:40:00","31:50","15.3",,,
"14","2025-12-23","13:40:00","31:55","15.3",,,
"14","2025-12-23","13:40:00","32:00","15.3",,,
"14","2025-12-23","13:40:00","32:05","15.4",,,
"14","2025-12-23","13:40:00","32:10","15.4",,,
"14","2025-12-23","13:40:00","32:15","15.3",,,
"14","2025-12-23","13:40:00","32:20","15.1",,,
"14","2025-12-23","13:40:00","32:25","15.1",,,
"14","2025-12-23","13:40:00","32:30","14.9",,,
"14","2025-12-23","13:40:00","32:35","14.8",,,
"14","2025-12-23","13:40:00","32:40","14.8",,,
"14","2025-12-23","13:40:00","32:45","15",,,
"14","2025-12-23","13:40:00","32:50","15.1",,,
"14","2025-12-23","13:40:00","32:55","15.2",,,
"14","2025-12-23","13:40:00","33:00","15.1",,,
"14","2025-12-23","13:40:00","33:05","15",,,
"14","2025-12-23","13:40:00","33:10","15.2",,,
"14","2025-12-23","13:40:00","33:15","15.1",,,
"14","2025-12-23","13:40:00","33:20","14.6",,,
"14","2025-12-23","13:40:00","33:25","14.4","28.4",,
"14","2025-12-23","13:40:00","33:30","14.8",,,
"14","2025-12-23","13:40:00","33:35","14.9","28.5",,
"14","2025-12-23","13:40:00","33:40","14.5",,,
"14","2025-12-23","13:40:00","33:45","14.2",,,
"14","2025-12-23","13:40:00","33:50","14.2",,,
"14","2025-12-23","13:40:00","33:55","13.9",,,
"14","2025-12-23","13:40:00","34:00","13.8",,,
"14","2025-12-23","13:40:00","34:05","13.6","28.4",,
"14","2025-12-23","13:40:00","34:10","13.5","28.5",,
"14","2025-12-23","13:40:00","34:15","13.3",,,
"14","2025-12-23","13:40:00","34:20","13.1",,,
"14","2025-12-23","13:40:00","34:25","13",,,
"14","2025-12-23","13:40:00","34:30","12.9",,,
"14","2025-12-23","13:40:00","34:35","13",,,
"14","2025-12-23","13:40:00","34:40","12.7",,,
"14","2025-12-23","13:40:00","34:45","12.3",,,
"14","2025-12-23","13:40:00","34:50","12",,,
"14","2025-12-23","13:40:00","34:55","11.8",,,
"14","2025-12-23","13:40:00","35:00","11.8",,,
"14","2025-12-23","13:40:00","35:05","11.9",,,
"14","2025-12-23","13:40:00","35:10","12",,,
"14","2025-12-23","13:40:00","35:15","11.7",,,
"14","2025-12-23","13:40:00","35:20","11.5",,,
"14","2025-12-23","13:40:00","35:25","11.2",,,
"14","2025-12-23","13:40:00","35:30","11.4",,,
"14","2025-12-23","13:40:00","35:35","11.1",,,
"14","2025-12-23","13:40:00","35:40","11",,,
"14","2025-12-23","13:40:00","35:45","11.1",,,
"14","2025-12-23","13:40:00","35:50","11.1",,,
"14","2025-12-23","13:40:00","35:55","10.8",,,
"14","2025-12-23","13:40:00","36:00","10.5",,,
"14","2025-12-23","13:40:00","36:05","10",,,
